season,feature_set,model_label,target_horizon_index,target_date,fold_id,importance_method,feature,input_week,base_feature,feature_group,weather_driver,normalized_importance
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_tmean_2m_c_7d_mean,w1,tmean_2m_c_7d_mean,Other,Other weather,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_soil_temp_mean_c_7d_mean,w1,soil_temp_mean_c_7d_mean,Weather / GDD,Temperature,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_rh_mean_pct_7d_mean,w1,rh_mean_pct_7d_mean,Weather / GDD,Humidity / dew point,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_rainfall_in_7d_sum,w1,rainfall_in_7d_sum,Weather / GDD,Rainfall,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_solar_radiation_mean_wm2_7d_mean,w1,solar_radiation_mean_wm2_7d_mean,Weather / GDD,Solar radiation,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_gdd_base_10_c_7d_sum,w1,gdd_base_10_c_7d_sum,Weather / GDD,Growing degree days,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_cumulative_gdd_base_10_c,w1,cumulative_gdd_base_10_c,Weather / GDD,Growing degree days,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_cumulative_rainfall_in,w1,cumulative_rainfall_in,Weather / GDD,Rainfall,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w1_cumulative_solar_radiation_sum_wm2_records,w1,cumulative_solar_radiation_sum_wm2_records,Weather / GDD,Solar radiation,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_flower_count,w2,flower_count,Phenology counts,Other weather,0.05418732057360128
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_green_fruit_count,w2,green_fruit_count,Phenology counts,Other weather,0.015085789350821586
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_white_fruit_count,w2,white_fruit_count,Phenology counts,Other weather,0.02328533591918223
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_pink_fruit_count,w2,pink_fruit_count,Phenology counts,Other weather,0.027474390202290266
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_canopy_area,w2,canopy_area,Canopy structure,Other weather,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_canopy_volume,w2,canopy_volume,Canopy structure,Other weather,0.002261134485935877
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_total_unripe_visible_count,w2,total_unripe_visible_count,Phenology counts,Other weather,0.005490075220804268
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_phenology_weighted_index,w2,phenology_weighted_index,Phenology counts,Other weather,0.0038009088728001203
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_phenology_weighted_index_per_area,w2,phenology_weighted_index_per_area,Phenology counts,Other weather,0.0172587523541946
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_total_unripe_visible_count_per_area,w2,total_unripe_visible_count_per_area,Phenology counts,Other weather,0.011016920416924949
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_tmean_2m_c_7d_mean,w2,tmean_2m_c_7d_mean,Other,Other weather,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_soil_temp_mean_c_7d_mean,w2,soil_temp_mean_c_7d_mean,Weather / GDD,Temperature,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_rh_mean_pct_7d_mean,w2,rh_mean_pct_7d_mean,Weather / GDD,Humidity / dew point,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_rainfall_in_7d_sum,w2,rainfall_in_7d_sum,Weather / GDD,Rainfall,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_solar_radiation_mean_wm2_7d_mean,w2,solar_radiation_mean_wm2_7d_mean,Weather / GDD,Solar radiation,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_gdd_base_10_c_7d_sum,w2,gdd_base_10_c_7d_sum,Weather / GDD,Growing degree days,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_cumulative_gdd_base_10_c,w2,cumulative_gdd_base_10_c,Weather / GDD,Growing degree days,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_cumulative_rainfall_in,w2,cumulative_rainfall_in,Weather / GDD,Rainfall,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w2_cumulative_solar_radiation_sum_wm2_records,w2,cumulative_solar_radiation_sum_wm2_records,Weather / GDD,Solar radiation,0.0
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_flower_count,w3,flower_count,Phenology counts,Other weather,0.04241657549247098
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_green_fruit_count,w3,green_fruit_count,Phenology counts,Other weather,0.023746690421216538
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_white_fruit_count,w3,white_fruit_count,Phenology counts,Other weather,0.0333117875816678
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_pink_fruit_count,w3,pink_fruit_count,Phenology counts,Other weather,0.0015140655587930715
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_canopy_area,w3,canopy_area,Canopy structure,Other weather,0.012023318602873754
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_canopy_volume,w3,canopy_volume,Canopy structure,Other weather,0.014933700596383253
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_total_unripe_visible_count,w3,total_unripe_visible_count,Phenology counts,Other weather,0.017994035188969627
2324,paper_informed_nonreactive,ElasticNet,1,2024-02-13,1,absolute_standardized_coefficient,w3_phenology_weighted_index,w3,phenology_weighted_index,Phenology counts,Other weather,0.026309665442552414
