task_id,task_label,model_id,model_label,forecast_origin_date,origin_sequence,season_phase,n_predictions_to_date,cumulative_mae_to_date,cumulative_bias_to_date_g
plot_next_leading,Plot-level next yield · leading indicators,extra_trees,Extra Trees,2025-02-26,8,late season,318,64.9839878722334,56.6385528610601
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-01-07,1,early season,40,178.8115875385491,178.8115875385491
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-01-15,2,early season,80,103.80597370202054,103.67499336139451
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-01-24,3,mid season,119,98.61498658396741,98.5269325734625
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-01-29,4,mid season,158,77.65153993210556,72.67689759576578
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-02-05,5,mid season,198,85.16628074387752,81.19661665730334
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-02-12,6,late season,238,76.41514940620637,68.29302765534312
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-02-20,7,late season,278,71.52799517908666,64.11079017826471
plot_next_leading,Plot-level next yield · leading indicators,gradient_boosting,Gradient Boosting,2025-02-26,8,late season,318,66.13508130041019,56.71443916782827
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-01-07,1,early season,40,49.34629910388861,49.17816485395025
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-01-15,2,early season,80,33.45013289997186,32.89762568075965
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-01-24,3,mid season,119,62.89068070990435,62.51924728522388
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-01-29,4,mid season,158,50.323809318967776,44.6177323811848
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-02-05,5,mid season,198,57.41664654207141,52.86331242000218
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-02-12,6,late season,238,55.085858465122044,49.22570362006887
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-02-20,7,late season,278,53.308388867313305,48.19395111700155
plot_next_leading,Plot-level next yield · leading indicators,hist_gradient_boosting,HistGradientBoosting,2025-02-26,8,late season,318,50.229013334208744,40.61587165530387
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-01-07,1,early season,40,22.275,19.825
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-01-15,2,early season,80,16.4625,13.8625
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-01-24,3,mid season,119,12.067226890756302,9.546218487394958
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-01-29,4,mid season,158,11.930379746835444,4.525316455696203
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-02-05,5,mid season,198,13.393939393939394,1.3232323232323233
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-02-12,6,late season,238,17.596638655462186,-4.428571428571429
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-02-20,7,late season,278,20.5,0.37050359712230213
plot_next_leading,Plot-level next yield · leading indicators,persistence,Persistence / no-change baseline,2025-02-26,8,late season,318,22.10691823899371,-2.9056603773584904
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-01-07,1,early season,40,157.87941573222005,157.87941573222005
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-01-15,2,early season,80,94.14843281051303,94.14843281051303
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-01-24,3,mid season,119,94.3026099251994,94.3026099251994
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-01-29,4,mid season,158,74.0829611710422,69.43158874495424
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-02-05,5,mid season,198,79.6318988843812,75.92019765548275
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-02-12,6,late season,238,71.00007066015876,61.90916849937795
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-02-20,7,late season,278,65.76440119980359,57.52241978228646
plot_next_leading,Plot-level next yield · leading indicators,random_forest,Random Forest,2025-02-26,8,late season,318,60.606541391703296,49.630635735448394
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-01-07,1,early season,40,329.4855904643945,329.4855904643945
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-01-15,2,early season,80,248.58447311600995,80.90111734838453
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-01-24,3,mid season,119,192.22793519637224,29.907636679814708
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-01-29,4,mid season,158,157.3257429988394,33.450584684450185
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-02-05,5,mid season,198,132.822319425321,29.811321865768736
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-02-12,6,late season,238,116.44243055326655,22.192537788774736
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-02-20,7,late season,278,106.40198035284918,24.72792217045771
plot_next_leading,Plot-level next yield · leading indicators,ridge,Ridge regression,2025-02-26,8,late season,318,105.94037843995443,34.53978669559963
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-01-07,1,early season,40,293.625,293.625
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-01-15,2,early season,80,278.88125,278.88125
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-01-24,3,mid season,119,263.1302521008403,263.1302521008403
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-01-29,4,mid season,158,237.66455696202533,237.66455696202533
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-02-05,5,mid season,198,207.8989898989899,207.77777777777777
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-02-12,6,late season,238,181.1764705882353,178.3361344537815
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-02-20,7,late season,278,162.20143884892087,159.53956834532374
plot_next_leading,Plot-level next yield · leading indicators,rolling_mean,Rolling mean baseline,2025-02-26,8,late season,318,146.52358490566039,140.49528301886792
