season,paper_system,our_pipeline,our_best_model,paper_mae,our_mae,pct_delta_mae_our_vs_paper,paper_rmse,our_rmse,pct_delta_rmse_our_vs_paper,paper_r2,our_r2,paper_correlation,our_correlation,comparison_note
2324,,Independent tabular sequence audit,Extra Trees,,108.34541677886338,,,137.23202761169486,,,0.35269487671949795,,0.596863874310538,"Context only: protocols differ. Paper uses original multimodal PheMuT/LSTM pipeline; this project uses processed tables, tabular models, within-season plot CV, and validation diagnostics."
2425,,Independent tabular sequence audit,Random Forest,,24.22136872583435,,,32.97105677190979,,,0.23729080003037872,,0.497130067540717,"Context only: protocols differ. Paper uses original multimodal PheMuT/LSTM pipeline; this project uses processed tables, tabular models, within-season plot CV, and validation diagnostics."
