season,feature_set,model_label,fold_id,input_start_date,input_end_date,target_horizon_index,target_date,n_heldout_plots,observed_total_yield_g,predicted_total_yield_g,last_observed_total_yield_baseline_g,mean_observed_history_total_yield_baseline_g,aggregate_error_g,aggregate_abs_error_g,validation_scope
2324,paper_informed_nonreactive,Ridge,2,2024-01-08,2024-02-06,3,2024-02-27,8,3913.0,3034.769885245781,3248.0,1770.8,-878.2301147542189,878.2301147542189,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,3,2024-01-08,2024-02-06,1,2024-02-13,8,3088.0,3487.1123258566645,3173.0,1639.0,399.1123258566645,399.1123258566645,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,3,2024-01-08,2024-02-06,2,2024-02-20,8,1914.0,2175.5623444946154,3173.0,1639.0,261.56234449461545,261.56234449461545,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,3,2024-01-08,2024-02-06,3,2024-02-27,8,2452.0,3158.646005545302,3173.0,1639.0,706.6460055453022,706.6460055453022,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,4,2024-01-08,2024-02-06,1,2024-02-13,8,4173.0,3373.3330046772026,3554.0,1863.2,-799.6669953227974,799.6669953227974,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,4,2024-01-08,2024-02-06,2,2024-02-20,8,2408.0,2340.3359351446725,3554.0,1863.2,-67.66406485532752,67.66406485532752,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,4,2024-01-08,2024-02-06,3,2024-02-27,8,3510.0,2966.663254879303,3554.0,1863.2,-543.3367451206968,543.3367451206968,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,5,2024-01-08,2024-02-06,1,2024-02-13,8,2909.0,2280.984537575823,3069.0,1540.6,-628.0154624241768,628.0154624241768,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,5,2024-01-08,2024-02-06,2,2024-02-20,8,2039.0,2443.08869715728,3069.0,1540.6,404.08869715727997,404.08869715727997,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Ridge,5,2024-01-08,2024-02-06,3,2024-02-27,8,2843.0,2714.7694325214693,3069.0,1540.6,-128.2305674785307,128.2305674785307,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,1,2024-01-08,2024-02-06,1,2024-02-13,8,3534.0,3363.5,2747.0,1405.6,-170.5,170.5,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,1,2024-01-08,2024-02-06,2,2024-02-20,8,2468.0,2261.0,2747.0,1405.6,-207.0,207.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,1,2024-01-08,2024-02-06,3,2024-02-27,8,2367.0,3179.5,2747.0,1405.6,812.5,812.5,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,2,2024-01-08,2024-02-06,1,2024-02-13,8,3284.0,3426.0,3248.0,1770.8,142.0,142.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,2,2024-01-08,2024-02-06,2,2024-02-20,8,2683.0,2207.25,3248.0,1770.8,-475.75,475.75,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,2,2024-01-08,2024-02-06,3,2024-02-27,8,3913.0,2793.0,3248.0,1770.8,-1120.0,1120.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,3,2024-01-08,2024-02-06,1,2024-02-13,8,3088.0,3475.0,3173.0,1639.0,387.0,387.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,3,2024-01-08,2024-02-06,2,2024-02-20,8,1914.0,2399.5,3173.0,1639.0,485.5,485.5,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,3,2024-01-08,2024-02-06,3,2024-02-27,8,2452.0,3158.25,3173.0,1639.0,706.25,706.25,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,4,2024-01-08,2024-02-06,1,2024-02-13,8,4173.0,3203.75,3554.0,1863.2,-969.25,969.25,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,4,2024-01-08,2024-02-06,2,2024-02-20,8,2408.0,2276.0,3554.0,1863.2,-132.0,132.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,4,2024-01-08,2024-02-06,3,2024-02-27,8,3510.0,2893.75,3554.0,1863.2,-616.25,616.25,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,5,2024-01-08,2024-02-06,1,2024-02-13,8,2909.0,3519.75,3069.0,1540.6,610.75,610.75,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,5,2024-01-08,2024-02-06,2,2024-02-20,8,2039.0,2368.25,3069.0,1540.6,329.25,329.25,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Training horizon mean baseline,5,2024-01-08,2024-02-06,3,2024-02-27,8,2843.0,3060.5,3069.0,1540.6,217.5,217.5,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,1,2024-01-08,2024-02-06,1,2024-02-13,8,3534.0,0.0,2747.0,1405.6,-3534.0,3534.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,1,2024-01-08,2024-02-06,2,2024-02-20,8,2468.0,0.0,2747.0,1405.6,-2468.0,2468.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,1,2024-01-08,2024-02-06,3,2024-02-27,8,2367.0,0.0,2747.0,1405.6,-2367.0,2367.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,2,2024-01-08,2024-02-06,1,2024-02-13,8,3284.0,0.0,3248.0,1770.8,-3284.0,3284.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,2,2024-01-08,2024-02-06,2,2024-02-20,8,2683.0,0.0,3248.0,1770.8,-2683.0,2683.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,2,2024-01-08,2024-02-06,3,2024-02-27,8,3913.0,0.0,3248.0,1770.8,-3913.0,3913.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,3,2024-01-08,2024-02-06,1,2024-02-13,8,3088.0,0.0,3173.0,1639.0,-3088.0,3088.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,3,2024-01-08,2024-02-06,2,2024-02-20,8,1914.0,0.0,3173.0,1639.0,-1914.0,1914.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,3,2024-01-08,2024-02-06,3,2024-02-27,8,2452.0,0.0,3173.0,1639.0,-2452.0,2452.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,4,2024-01-08,2024-02-06,1,2024-02-13,8,4173.0,0.0,3554.0,1863.2,-4173.0,4173.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,4,2024-01-08,2024-02-06,2,2024-02-20,8,2408.0,0.0,3554.0,1863.2,-2408.0,2408.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,4,2024-01-08,2024-02-06,3,2024-02-27,8,3510.0,0.0,3554.0,1863.2,-3510.0,3510.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,5,2024-01-08,2024-02-06,1,2024-02-13,8,2909.0,0.0,3069.0,1540.6,-2909.0,2909.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,5,2024-01-08,2024-02-06,2,2024-02-20,8,2039.0,0.0,3069.0,1540.6,-2039.0,2039.0,held_out_cv_fold_aggregate_primary
2324,paper_informed_nonreactive,Zero yield baseline,5,2024-01-08,2024-02-06,3,2024-02-27,8,2843.0,0.0,3069.0,1540.6,-2843.0,2843.0,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,1,2025-01-07,2025-02-05,1,2025-02-12,8,259.0,163.62745098039215,19.0,79.0,-95.37254901960785,95.37254901960785,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,1,2025-01-07,2025-02-05,2,2025-02-20,8,542.0,412.27450980392155,19.0,79.0,-129.72549019607845,129.72549019607845,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,1,2025-01-07,2025-02-05,3,2025-02-26,8,237.0,211.09803921568627,19.0,79.0,-25.90196078431373,25.90196078431373,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,1,2025-01-07,2025-02-05,4,2025-03-05,8,516.0,451.96078431372547,19.0,79.0,-64.03921568627453,64.03921568627453,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2,2025-01-07,2025-02-05,1,2025-02-12,8,167.0,193.25,171.0,105.80000000000001,26.25,26.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2,2025-01-07,2025-02-05,2,2025-02-20,8,355.0,475.25,171.0,105.80000000000001,120.25,120.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2,2025-01-07,2025-02-05,3,2025-02-26,8,190.0,227.25,171.0,105.80000000000001,37.25,37.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2,2025-01-07,2025-02-05,4,2025-03-05,8,401.0,431.25,171.0,105.80000000000001,30.25,30.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,3,2025-01-07,2025-02-05,1,2025-02-12,8,107.0,199.39215686274508,71.0,86.15,92.39215686274508,92.39215686274508,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,3,2025-01-07,2025-02-05,2,2025-02-20,8,364.0,451.21568627450984,71.0,86.15,87.21568627450984,87.21568627450984,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,3,2025-01-07,2025-02-05,3,2025-02-26,8,281.0,191.72549019607843,71.0,86.15,-89.27450980392157,89.27450980392157,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,3,2025-01-07,2025-02-05,4,2025-03-05,8,422.0,476.39215686274514,71.0,86.15,54.39215686274514,54.39215686274514,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,4,2025-01-07,2025-02-05,1,2025-02-12,8,245.0,170.23809523809524,105.0,97.6,-74.76190476190476,74.76190476190476,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,4,2025-01-07,2025-02-05,2,2025-02-20,8,510.0,443.8412698412699,105.0,97.6,-66.15873015873012,66.15873015873012,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,4,2025-01-07,2025-02-05,3,2025-02-26,8,223.0,226.53968253968256,105.0,97.6,3.539682539682559,3.539682539682559,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,4,2025-01-07,2025-02-05,4,2025-03-05,8,289.0,355.53968253968253,105.0,97.6,66.53968253968253,66.53968253968253,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,5,2025-01-07,2025-02-05,1,2025-02-12,8,162.0,194.5,121.0,89.4,32.5,32.5,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,5,2025-01-07,2025-02-05,2,2025-02-20,8,485.0,442.75,121.0,89.4,-42.25,42.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,5,2025-01-07,2025-02-05,3,2025-02-26,8,168.0,232.75,121.0,89.4,64.75,64.75,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,5,2025-01-07,2025-02-05,4,2025-03-05,8,498.0,407.0,121.0,89.4,-91.0,91.0,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,1,2025-01-07,2025-02-05,1,2025-02-12,8,259.0,173.68560087590922,19.0,79.0,-85.31439912409078,85.31439912409078,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,1,2025-01-07,2025-02-05,2,2025-02-20,8,542.0,284.1700304638257,19.0,79.0,-257.8299695361743,257.8299695361743,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,1,2025-01-07,2025-02-05,3,2025-02-26,8,237.0,196.92512626074847,19.0,79.0,-40.07487373925153,40.07487373925153,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,1,2025-01-07,2025-02-05,4,2025-03-05,8,516.0,555.8783355584387,19.0,79.0,39.87833555843872,39.87833555843872,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,2,2025-01-07,2025-02-05,1,2025-02-12,8,167.0,197.9459086416744,171.0,105.80000000000001,30.945908641674407,30.945908641674407,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,2,2025-01-07,2025-02-05,2,2025-02-20,8,355.0,609.1422933010089,171.0,105.80000000000001,254.14229330100886,254.14229330100886,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,2,2025-01-07,2025-02-05,3,2025-02-26,8,190.0,163.05894729240723,171.0,105.80000000000001,-26.941052707592775,26.941052707592775,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,2,2025-01-07,2025-02-05,4,2025-03-05,8,401.0,347.31871262794846,171.0,105.80000000000001,-53.68128737205154,53.68128737205154,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,3,2025-01-07,2025-02-05,1,2025-02-12,8,107.0,25.98249216592568,71.0,86.15,-81.01750783407432,81.01750783407432,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,3,2025-01-07,2025-02-05,2,2025-02-20,8,364.0,20.25565943873353,71.0,86.15,-343.7443405612665,343.7443405612665,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,3,2025-01-07,2025-02-05,3,2025-02-26,8,281.0,168.5888585958104,71.0,86.15,-112.4111414041896,112.4111414041896,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,3,2025-01-07,2025-02-05,4,2025-03-05,8,422.0,634.0881768817225,71.0,86.15,212.08817688172246,212.08817688172246,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,4,2025-01-07,2025-02-05,1,2025-02-12,8,245.0,208.1225810867593,105.0,97.6,-36.87741891324069,36.87741891324069,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,4,2025-01-07,2025-02-05,2,2025-02-20,8,510.0,625.9543266862547,105.0,97.6,115.95432668625472,115.95432668625472,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,4,2025-01-07,2025-02-05,3,2025-02-26,8,223.0,130.95096307448162,105.0,97.6,-92.04903692551838,92.04903692551838,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,4,2025-01-07,2025-02-05,4,2025-03-05,8,289.0,326.4111072187983,105.0,97.6,37.41110721879829,37.41110721879829,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,5,2025-01-07,2025-02-05,1,2025-02-12,8,162.0,250.8269086254614,121.0,89.4,88.82690862546141,88.82690862546141,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,5,2025-01-07,2025-02-05,2,2025-02-20,8,485.0,577.2760704764416,121.0,89.4,92.27607047644165,92.27607047644165,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,5,2025-01-07,2025-02-05,3,2025-02-26,8,168.0,289.71863201714666,121.0,89.4,121.71863201714666,121.71863201714666,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,ElasticNet,5,2025-01-07,2025-02-05,4,2025-03-05,8,498.0,418.34778509615234,121.0,89.4,-79.65221490384766,79.65221490384766,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,1,2025-01-07,2025-02-05,1,2025-02-12,8,259.0,162.99227115313877,19.0,79.0,-96.00772884686123,96.00772884686123,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,1,2025-01-07,2025-02-05,2,2025-02-20,8,542.0,479.7192440870677,19.0,79.0,-62.28075591293231,62.28075591293231,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,1,2025-01-07,2025-02-05,3,2025-02-26,8,237.0,227.7490454545455,19.0,79.0,-9.250954545454505,9.250954545454505,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,1,2025-01-07,2025-02-05,4,2025-03-05,8,516.0,464.45943386243385,19.0,79.0,-51.540566137566145,51.540566137566145,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,2,2025-01-07,2025-02-05,1,2025-02-12,8,167.0,207.87591799892576,171.0,105.80000000000001,40.87591799892576,40.87591799892576,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,2,2025-01-07,2025-02-05,2,2025-02-20,8,355.0,543.8832280482676,171.0,105.80000000000001,188.8832280482676,188.8832280482676,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,2,2025-01-07,2025-02-05,3,2025-02-26,8,190.0,196.50591697191697,171.0,105.80000000000001,6.5059169719169745,6.5059169719169745,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,2,2025-01-07,2025-02-05,4,2025-03-05,8,401.0,438.4420437416613,171.0,105.80000000000001,37.44204374166128,37.44204374166128,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,3,2025-01-07,2025-02-05,1,2025-02-12,8,107.0,168.75654597956225,71.0,86.15,61.75654597956225,61.75654597956225,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,3,2025-01-07,2025-02-05,2,2025-02-20,8,364.0,392.3156063751064,71.0,86.15,28.315606375106427,28.315606375106427,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,3,2025-01-07,2025-02-05,3,2025-02-26,8,281.0,195.07644071124952,71.0,86.15,-85.92355928875048,85.92355928875048,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,3,2025-01-07,2025-02-05,4,2025-03-05,8,422.0,540.2400599585601,71.0,86.15,118.2400599585601,118.2400599585601,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,4,2025-01-07,2025-02-05,1,2025-02-12,8,245.0,154.06139488435542,105.0,97.6,-90.93860511564458,90.93860511564458,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,4,2025-01-07,2025-02-05,2,2025-02-20,8,510.0,428.301703074703,105.0,97.6,-81.69829692529697,81.69829692529697,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,4,2025-01-07,2025-02-05,3,2025-02-26,8,223.0,220.85318945868943,105.0,97.6,-2.146810541310572,2.146810541310572,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,4,2025-01-07,2025-02-05,4,2025-03-05,8,289.0,337.38417547267545,105.0,97.6,48.38417547267545,48.38417547267545,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,5,2025-01-07,2025-02-05,1,2025-02-12,8,162.0,224.21911105669926,121.0,89.4,62.21911105669926,62.21911105669926,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,5,2025-01-07,2025-02-05,2,2025-02-20,8,485.0,467.9299372718786,121.0,89.4,-17.0700627281214,17.0700627281214,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,5,2025-01-07,2025-02-05,3,2025-02-26,8,168.0,223.0608584378584,121.0,89.4,55.0608584378584,55.0608584378584,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Extra Trees,5,2025-01-07,2025-02-05,4,2025-03-05,8,498.0,363.48408727383725,121.0,89.4,-134.51591272616275,134.51591272616275,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,1,2025-01-07,2025-02-05,1,2025-02-12,8,259.0,135.99087781347106,19.0,79.0,-123.00912218652894,123.00912218652894,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,1,2025-01-07,2025-02-05,2,2025-02-20,8,542.0,554.9923701271501,19.0,79.0,12.992370127150139,12.992370127150139,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,1,2025-01-07,2025-02-05,3,2025-02-26,8,237.0,228.37412600488327,19.0,79.0,-8.625873995116734,8.625873995116734,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,1,2025-01-07,2025-02-05,4,2025-03-05,8,516.0,472.16805281859047,19.0,79.0,-43.83194718140953,43.83194718140953,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,2,2025-01-07,2025-02-05,1,2025-02-12,8,167.0,175.04625817735666,171.0,105.80000000000001,8.046258177356663,8.046258177356663,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,2,2025-01-07,2025-02-05,2,2025-02-20,8,355.0,557.4380594058682,171.0,105.80000000000001,202.43805940586822,202.43805940586822,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,2,2025-01-07,2025-02-05,3,2025-02-26,8,190.0,196.21467835279176,171.0,105.80000000000001,6.214678352791765,6.214678352791765,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,2,2025-01-07,2025-02-05,4,2025-03-05,8,401.0,401.55263340759353,171.0,105.80000000000001,0.5526334075935324,0.5526334075935324,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,3,2025-01-07,2025-02-05,1,2025-02-12,8,107.0,164.26207923623946,71.0,86.15,57.26207923623946,57.26207923623946,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,3,2025-01-07,2025-02-05,2,2025-02-20,8,364.0,385.91583297741823,71.0,86.15,21.915832977418233,21.915832977418233,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,3,2025-01-07,2025-02-05,3,2025-02-26,8,281.0,214.8437585476394,71.0,86.15,-66.1562414523606,66.1562414523606,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,3,2025-01-07,2025-02-05,4,2025-03-05,8,422.0,527.7289789412134,71.0,86.15,105.72897894121343,105.72897894121343,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,4,2025-01-07,2025-02-05,1,2025-02-12,8,245.0,148.06735661233685,105.0,97.6,-96.93264338766315,96.93264338766315,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,4,2025-01-07,2025-02-05,2,2025-02-20,8,510.0,456.58314118974397,105.0,97.6,-53.41685881025603,53.41685881025603,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,4,2025-01-07,2025-02-05,3,2025-02-26,8,223.0,230.15769819301852,105.0,97.6,7.157698193018518,7.157698193018518,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,4,2025-01-07,2025-02-05,4,2025-03-05,8,289.0,369.49374515076704,105.0,97.6,80.49374515076704,80.49374515076704,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,5,2025-01-07,2025-02-05,1,2025-02-12,8,162.0,189.89200601492422,121.0,89.4,27.89200601492422,27.89200601492422,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,5,2025-01-07,2025-02-05,2,2025-02-20,8,485.0,438.3832945887539,121.0,89.4,-46.61670541124607,46.61670541124607,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,5,2025-01-07,2025-02-05,3,2025-02-26,8,168.0,214.44104795799444,121.0,89.4,46.44104795799444,46.44104795799444,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,Gradient Boosting,5,2025-01-07,2025-02-05,4,2025-03-05,8,498.0,414.0259597241466,121.0,89.4,-83.97404027585338,83.97404027585338,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,1,2025-01-07,2025-02-05,1,2025-02-12,8,259.0,170.25,19.0,79.0,-88.75,88.75,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,1,2025-01-07,2025-02-05,2,2025-02-20,8,542.0,428.5,19.0,79.0,-113.5,113.5,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,1,2025-01-07,2025-02-05,3,2025-02-26,8,237.0,215.5,19.0,79.0,-21.5,21.5,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,1,2025-01-07,2025-02-05,4,2025-03-05,8,516.0,402.5,19.0,79.0,-113.5,113.5,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,2,2025-01-07,2025-02-05,1,2025-02-12,8,167.0,193.25,171.0,105.80000000000001,26.25,26.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,2,2025-01-07,2025-02-05,2,2025-02-20,8,355.0,475.25,171.0,105.80000000000001,120.25,120.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,2,2025-01-07,2025-02-05,3,2025-02-26,8,190.0,227.25,171.0,105.80000000000001,37.25,37.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,2,2025-01-07,2025-02-05,4,2025-03-05,8,401.0,431.25,171.0,105.80000000000001,30.25,30.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,3,2025-01-07,2025-02-05,1,2025-02-12,8,107.0,208.25,71.0,86.15,101.25,101.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,3,2025-01-07,2025-02-05,2,2025-02-20,8,364.0,473.0,71.0,86.15,109.0,109.0,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,3,2025-01-07,2025-02-05,3,2025-02-26,8,281.0,204.5,71.0,86.15,-76.5,76.5,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,3,2025-01-07,2025-02-05,4,2025-03-05,8,422.0,426.0,71.0,86.15,4.0,4.0,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,4,2025-01-07,2025-02-05,1,2025-02-12,8,245.0,173.75,105.0,97.6,-71.25,71.25,held_out_cv_fold_aggregate_primary
2425,paper_informed_nonreactive,HistGradientBoosting,4,2025-01-07,2025-02-05,2,2025-02-20,8,510.0,436.5,105.0,97.6,-73.5,73.5,held_out_cv_fold_aggregate_primary
