forecast_origin_date,model_id,model_label,n_training_rows,n_previous_year_training_rows,n_current_year_training_rows,n_forecast_rows,n_model_features,numeric_features,categorical_features
2023-08-21,M2,+ weather / GDD RF,103,79,24,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-21,M3,+ leading crop indicators RF,103,79,24,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-21,M4,Compact crop/weather RF,103,79,24,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-21,M5,Compact crop/weather + tagged-fruit RF,103,79,24,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-08-21,M6,Full raw RF reference,103,79,24,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-08-24,M1,Calendar + nitrogen RF,107,79,28,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-08-24,M2,+ weather / GDD RF,107,79,28,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-24,M3,+ leading crop indicators RF,107,79,28,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-24,M4,Compact crop/weather RF,107,79,28,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-24,M5,Compact crop/weather + tagged-fruit RF,107,79,28,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-08-24,M6,Full raw RF reference,107,79,28,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-08-27,M1,Calendar + nitrogen RF,111,79,32,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-08-27,M2,+ weather / GDD RF,111,79,32,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-27,M3,+ leading crop indicators RF,111,79,32,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-27,M4,Compact crop/weather RF,111,79,32,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-27,M5,Compact crop/weather + tagged-fruit RF,111,79,32,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-08-27,M6,Full raw RF reference,111,79,32,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-08-31,M1,Calendar + nitrogen RF,115,79,36,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-08-31,M2,+ weather / GDD RF,115,79,36,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-31,M3,+ leading crop indicators RF,115,79,36,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-31,M4,Compact crop/weather RF,115,79,36,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-08-31,M5,Compact crop/weather + tagged-fruit RF,115,79,36,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-08-31,M6,Full raw RF reference,115,79,36,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-09-05,M1,Calendar + nitrogen RF,119,79,40,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-09-05,M2,+ weather / GDD RF,119,79,40,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-05,M3,+ leading crop indicators RF,119,79,40,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-05,M4,Compact crop/weather RF,119,79,40,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-05,M5,Compact crop/weather + tagged-fruit RF,119,79,40,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-09-05,M6,Full raw RF reference,119,79,40,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-09-09,M1,Calendar + nitrogen RF,123,79,44,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-09-09,M2,+ weather / GDD RF,123,79,44,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-09,M3,+ leading crop indicators RF,123,79,44,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-09,M4,Compact crop/weather RF,123,79,44,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-09,M5,Compact crop/weather + tagged-fruit RF,123,79,44,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-09-09,M6,Full raw RF reference,123,79,44,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-09-13,M1,Calendar + nitrogen RF,127,79,48,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-09-13,M2,+ weather / GDD RF,127,79,48,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-13,M3,+ leading crop indicators RF,127,79,48,4,16,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-13,M4,Compact crop/weather RF,127,79,48,4,18,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tmean_7d",nitrogen_treatment
2023-09-13,M5,Compact crop/weather + tagged-fruit RF,127,79,48,4,23,"cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, dry_matter_trend_g, forecast_horizon_days, fresh_matter_trend_g, fruit_number_trend, gdd_base_10, mean_fruit_diameter_mm, mean_individual_fruit_fresh_weight_g, origin_day_of_year, rhmean_7d, sample_length_mm_median, solar_radiation_7d, tagged_fruit_diameter_current_mm, tagged_fruit_diameter_trend_mm, tagged_fruit_length_current_mm, tagged_fruit_length_trend_mm, tagged_fruit_n_observed, tmean_7d",nitrogen_treatment
2023-09-13,M6,Full raw RF reference,127,79,48,4,80,"change_dry_matter_g, change_fresh_matter_g, change_fruit_number, cumulative_gdd_base_10, cumulative_solar_radiation, current_dry_matter_g, current_fresh_matter_g, current_fruit_number, day_of_year, days_since_previous_observation, days_since_weather_start, forecast_horizon_days, gdd_base_10, mean_fruit_diameter_mm, mean_fruit_length_mm, mean_individual_fruit_fresh_weight_g, mean_tagged_fruit_diameter_mm, mean_tagged_fruit_length_mm, n_fruit_size_samples, n_tagged_fruit_diameter_mm_observations, n_tagged_fruit_length_mm_observations, origin_day_of_year, origin_month, origin_week_of_year, previous_dry_matter_g, previous_fresh_matter_g, previous_fruit_number, rhmean_7d, rhmean_pct, rolling_mean_2_dry_matter_g, rolling_mean_2_fresh_matter_g, rolling_mean_2_fruit_number, rolling_mean_3_dry_matter_g, rolling_mean_3_fresh_matter_g, rolling_mean_3_fruit_number, sample_condition_code_max, sample_condition_code_mean, sample_condition_code_median, sample_condition_code_min, sample_condition_code_n_non_missing, sample_condition_code_n_records, sample_condition_code_p10, sample_condition_code_p90, sample_condition_code_std, sample_diameter_mm_max, sample_diameter_mm_mean, sample_diameter_mm_median, sample_diameter_mm_min, sample_diameter_mm_n_non_missing, sample_diameter_mm_n_records, sample_diameter_mm_p10, sample_diameter_mm_p90, sample_diameter_mm_std, sample_individual_fruit_fresh_weight_g_max, sample_individual_fruit_fresh_weight_g_mean, sample_individual_fruit_fresh_weight_g_median, sample_individual_fruit_fresh_weight_g_min, sample_individual_fruit_fresh_weight_g_n_non_missing, sample_individual_fruit_fresh_weight_g_n_records, sample_individual_fruit_fresh_weight_g_p10, sample_individual_fruit_fresh_weight_g_p90, sample_individual_fruit_fresh_weight_g_std, sample_length_mm_max, sample_length_mm_mean, sample_length_mm_median, sample_length_mm_min, sample_length_mm_n_non_missing, sample_length_mm_n_records, sample_length_mm_p10, sample_length_mm_p90, sample_length_mm_std, script07_n_fruit_size_samples, solar_radiation, solar_radiation_7d, tmax_c, tmean_7d, tmean_c, tmin_c","forecast_task, nitrogen_treatment"
2023-09-17,M1,Calendar + nitrogen RF,131,79,52,4,3,"forecast_horizon_days, origin_day_of_year",nitrogen_treatment
2023-09-17,M2,+ weather / GDD RF,131,79,52,4,9,"cumulative_gdd_base_10, cumulative_solar_radiation, forecast_horizon_days, gdd_base_10, origin_day_of_year, rhmean_7d, solar_radiation_7d, tmean_7d",nitrogen_treatment
