forecast_task,year,nitrogen_treatment,treatment_n_level,current_observation_date,target_date,forecast_horizon_days,next_fresh_matter_g,next_fruit_number,next_dry_matter_g,current_fruit_number,current_fresh_matter_g,current_dry_matter_g,previous_fruit_number,previous_fresh_matter_g,previous_dry_matter_g,change_fruit_number,change_fresh_matter_g,change_dry_matter_g,rolling_mean_2_fruit_number,rolling_mean_3_fruit_number,rolling_mean_2_fresh_matter_g,rolling_mean_3_fresh_matter_g,rolling_mean_2_dry_matter_g,rolling_mean_3_dry_matter_g,days_since_previous_observation,day_of_year,days_since_weather_start,tmax_c,tmin_c,tmean_c,rhmean_pct,solar_radiation,gdd_base_10,cumulative_gdd_base_10,cumulative_solar_radiation,tmean_7d,solar_radiation_7d,rhmean_7d,n_fruit_size_samples,mean_fruit_diameter_mm,mean_fruit_length_mm,mean_individual_fruit_fresh_weight_g,mean_tagged_fruit_diameter_mm,n_tagged_fruit_diameter_mm_observations,mean_tagged_fruit_length_mm,n_tagged_fruit_length_mm_observations,mean_tagged_fruit_fresh_matter_g,n_tagged_fruit_fresh_matter_g_observations,mean_tagged_fruit_lifespan,n_tagged_fruit_lifespan_observations
next_observation_fresh_matter,2022,0N,0.0,2022-09-20,2022-09-23,3.0,2.22,1.0,0.12,0,,,0.0,,,0.0,,,1.0,1.0,4.86,3.71,0.38,0.335,4.0,263,119,38.98518518518518,20.53018867924528,27.27724438809755,65.08779517902568,6.4852667201201175,17.27724438809755,1722.5911456669826,614.1352760996347,24.699441918280257,4.909570208562888,62.67229267437079,,,,,16.907647058823528,17.0,19.748823529411766,17.0,,,,
next_observation_fresh_matter,2022,0N,0.0,2022-09-27,2022-09-30,3.0,4.27,1.0,0.67,0,,,1.0,2.22,0.12,-1.0,,,0.5,0.3333333333333333,2.22,2.22,0.12,0.12,4.0,270,126,24.381481481481472,17.9037037037037,19.608652356211824,45.72300055320974,2.855389745144804,9.608652356211824,1794.7663647293593,644.1395284446792,20.310745580339507,4.286321763577797,51.11870385928338,,,,,15.468333333333334,18.0,18.620555555555555,18.0,,,,
next_observation_fresh_matter,2022,0N,0.0,2022-10-07,2022-10-11,4.0,9.98,3.0,1.17,0,,,0.0,,,0.0,,,0.5,0.3333333333333333,4.27,4.27,0.67,0.67,3.0,280,136,22.185454545454547,18.310909090909085,19.771975792718205,43.963634679815975,5.759132564916308,9.771975792718205,1920.958847994734,699.4091588733512,23.091716567545117,6.630779240261853,46.17914009971434,,,,,13.972,20.0,17.6215,20.0,,,,
next_observation_fresh_matter,2022,0N,0.0,2022-10-11,2022-10-14,3.0,2.65,1.0,0.41,3,9.98,1.17,0.0,,,3.0,,,0.0,0.3333333333333333,,4.27,,0.67,4.0,284,140,30.47454545454546,18.383333333333333,24.281931869971245,43.64739149769503,7.209094606464339,14.281931869971245,1971.7483996778215,730.3560342438542,22.240708093443942,7.227935179908215,41.629798244322444,3.0,16.386666666666667,20.849999999999998,3.3266666666666667,16.6515,20.0,20.7025,20.0,,,,
next_observation_fresh_matter,2022,0N,0.0,2022-10-14,2022-10-18,4.0,4.14,1.0,,1,2.65,0.41,3.0,9.98,1.17,-2.0,-7.33,-0.76,1.5,1.0,9.98,9.98,1.17,1.17,3.0,287,143,22.15,18.288888888888884,20.039417306784,39.24542289175596,4.894038823947926,10.039417306784,2002.0303016894609,745.5569657802105,21.581636242103837,6.592543843837042,38.59874268683949,1.0,17.26,17.63,2.65,11.057,20.0,14.062631578947368,19.0,,,,
next_observation_fresh_matter,2022,0N,0.0,2022-10-21,2022-11-01,11.0,47.44,7.0,7.51,0,,0.49,1.0,4.14,,-1.0,,,1.0,1.6666666666666667,3.3949999999999996,5.59,0.41,0.7899999999999999,3.0,294,150,28.12363636363637,18.27454545454545,21.770470054662017,37.314011208613344,4.694768135562889,11.770470054662017,2073.4657619524683,788.1842614255011,20.205065751858204,6.089613663612943,32.7912763045905,,,,,15.1595,20.0,19.4695,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-07-29,2022-08-02,4.0,91.63,11.0,11.85,6,63.53,7.22,,,,,,,,,,,,,,210,66,27.88,18.7,22.81434782608696,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,6.0,24.798333333333332,,10.588333333333333,16.3485,20.0,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-02,2022-08-05,3.0,31.37,4.0,3.53,11,91.63,11.85,6.0,63.53,7.22,5.0,28.099999999999994,4.63,6.0,6.0,63.53,63.53,7.22,7.22,4.0,214,70,36.68,19.83,27.59608695652174,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,11.0,24.69545454545454,,8.33,20.262,20.0,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-05,2022-08-09,4.0,21.68,3.0,1.8,4,31.37,3.53,11.0,91.63,11.85,-7.0,-60.25999999999999,-8.32,8.5,8.5,77.58,77.58,9.535,9.535,3.0,217,73,36.09,20.92,27.381304347826084,53.90434782608696,6.744214067147518,17.381304347826084,1095.1086956521738,422.91979904160905,26.268757763975156,6.393722401574483,54.608074534161496,4.0,26.1875,,7.842499999999999,18.377000000000002,20.0,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-09,2022-08-12,3.0,41.07,6.0,4.26,3,21.68,1.8,4.0,31.37,3.53,-1.0,-9.690000000000001,-1.7299999999999998,7.5,7.0,61.5,62.17666666666667,7.6899999999999995,7.533333333333332,4.0,221,77,31.459259259259262,19.3,24.82053615178308,56.34241957447045,4.582218052902368,14.820536151783081,1147.75409572896,437.55397639918965,24.62921864450987,5.000882568445202,61.49864145182439,3.0,26.97666666666667,,7.226666666666667,14.334,20.0,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-12,2022-08-16,4.0,110.72,12.0,13.52,6,41.07,4.26,3.0,21.68,1.8,3.0,19.39,2.46,3.5,6.0,26.525,48.22666666666667,2.664999999999999,5.726666666666667,3.0,224,80,24.045283018867924,19.31111111111111,21.371025020036026,65.67866296777969,2.7323161799344318,11.371025020036026,1189.502879481137,449.24724225836576,23.4848834041376,3.761063316679518,63.6503189930658,6.0,23.53,,6.845,17.138125,16.0,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-16,2022-08-22,6.0,71.77,8.0,10.89,12,110.72,13.52,6.0,41.07,4.26,6.0,69.65,9.26,4.5,4.333333333333333,31.375,31.373333333333335,3.0299999999999994,3.196666666666666,4.0,228,84,29.721818181818183,20.08333333333333,23.65550788166046,64.77202451090065,4.700710084021808,13.655507881660458,1237.5989139300834,465.6955745100937,22.834974028731917,4.02022830155772,63.58295452452003,12.0,26.5625,30.42833333333333,9.226666666666667,16.843,20.0,19.6275,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-22,2022-08-30,8.0,124.76,16.0,14.07,8,71.77,10.89,12.0,110.72,13.52,-4.0,-38.95,-2.629999999999999,9.0,7.0,75.895,57.82333333333333,8.889999999999999,6.526666666666666,6.0,234,90,29.92962962962964,18.8,23.96182260118273,56.922250450913296,4.218211517964024,13.961822601182732,1314.7430536370327,486.23792972160925,22.971378226944264,3.6061521850767604,67.50592878849646,8.0,26.3145,29.59,8.97125,,,,,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-08-30,2022-09-06,7.0,137.62,17.0,13.1,16,124.76,14.07,8.0,71.77,10.89,8.0,52.99000000000001,3.1799999999999997,10.0,8.666666666666666,91.245,74.52,12.204999999999998,9.556666666666667,8.0,242,98,29.07818181818181,18.98703703703704,23.48486997400861,51.38737528415133,4.527398603451437,13.48486997400861,1423.648834328516,515.8829741558179,23.438053675899805,3.6609194502946707,67.009606195906,16.0,24.041875,28.728749999999998,7.7975,19.311875,16.0,22.43375,16.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-06,2022-09-09,3.0,59.86,7.0,5.06,17,137.62,13.1,16.0,124.76,14.07,1.0,12.86,-0.9700000000000006,12.0,12.0,98.265,102.41666666666667,12.48,12.826666666666666,7.0,249,105,29.892592592592592,19.401818181818182,24.11200887739854,63.22805511657851,5.693127228337097,14.11200887739854,1523.7797840537073,549.5631289427068,24.304421389313056,4.811450683841289,56.92362014487786,17.0,24.168823529411764,27.851176470588236,8.09529411764706,14.6675,20.0,17.674500000000002,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-09,2022-09-13,4.0,166.01,17.0,9.59,7,59.86,5.06,17.0,137.62,13.1,-10.0,-77.76,-8.04,16.5,13.666666666666666,131.19,111.38333333333333,13.584999999999999,12.686666666666667,3.0,252,108,24.48518518518518,18.74150943396226,20.975001659386404,73.3875283003995,1.3013056358307786,10.975001659386404,1567.1690471512272,557.63561434552,23.289204577362902,4.133109919995365,61.2526489885537,7.0,24.55,27.419999999999998,8.551428571428572,16.901875,16.0,19.264666666666667,15.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-13,2022-09-16,3.0,146.27,15.0,11.01,17,166.01,9.59,7.0,59.86,5.06,10.0,106.14999999999999,4.53,12.0,13.333333333333334,98.74000000000001,107.41333333333334,9.079999999999998,10.743333333333332,4.0,256,112,36.96909090909091,18.3188679245283,24.96908806412498,55.8540571976257,6.642826961728851,14.969088064124978,1619.6950522390207,579.7682846396945,23.702181169330476,4.31502224242681,59.967015388373056,17.0,25.837058823529414,28.35470588235294,9.76529411764706,16.41842105263158,19.0,19.102105263157895,19.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-16,2022-09-20,4.0,181.35,19.0,12.24,15,146.27,11.01,17.0,166.01,9.59,-2.0,-19.73999999999998,1.42,12.0,13.666666666666666,112.935,121.16333333333334,7.324999999999998,9.25,3.0,259,115,31.369090909090904,20.46481481481481,23.35769538424994,69.9474714881934,3.66111418200453,13.35769538424994,1662.9797942975424,594.3343823039152,23.687249592330748,5.242681136913604,56.95014218547707,15.0,26.016666666666666,28.89,9.751333333333333,12.727500000000001,20.0,14.857,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-20,2022-09-23,3.0,69.02,11.0,7.02,19,181.35,12.24,15.0,146.27,11.01,4.0,35.079999999999984,1.2300000000000004,16.0,13.0,156.14,124.04666666666667,10.299999999999997,8.553333333333333,4.0,263,119,38.98518518518518,20.53018867924528,27.27724438809755,65.08779517902568,6.4852667201201175,17.27724438809755,1722.5911456669826,614.1352760996347,24.699441918280257,4.909570208562888,62.67229267437079,19.0,24.724736842105262,28.617894736842107,9.544736842105262,16.907647058823528,17.0,19.748823529411766,17.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-23,2022-09-27,4.0,88.49,14.0,9.52,11,69.02,7.02,19.0,181.35,12.24,-8.0,-112.33,-5.220000000000001,17.0,17.0,163.81,164.54333333333332,11.624999999999998,10.946666666666667,3.0,266,122,20.32962962962964,18.3090909090909,19.012343589021192,58.966593664288496,1.1468640174871636,9.012343589021192,1754.1358528978917,627.5222743667301,23.022294085764145,4.7411274375449945,58.96803935134534,11.0,21.534545454545455,26.628181818181815,6.274545454545454,13.993157894736843,19.0,17.335263157894737,19.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-27,2022-09-30,3.0,90.18,16.0,10.96,14,88.49,9.52,11.0,69.02,7.02,3.0,19.47,2.5,15.0,15.0,125.185,132.21333333333334,9.629999999999999,10.09,4.0,270,126,24.381481481481472,17.9037037037037,19.608652356211824,45.72300055320974,2.855389745144804,9.608652356211824,1794.7663647293593,644.1395284446792,20.310745580339507,4.286321763577797,51.11870385928338,14.0,20.868571428571432,26.886153846153846,6.320714285714287,15.468333333333334,18.0,18.620555555555555,18.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-09-30,2022-10-04,4.0,106.682,16.0,14.61,16,90.18,10.96,14.0,88.49,9.52,2.0,1.690000000000012,1.4400000000000013,12.5,14.666666666666666,78.755,112.95333333333332,8.269999999999998,9.593333333333332,3.0,273,129,28.661818181818187,18.37090909090909,22.750923785296223,39.9262858003055,4.582923341976224,12.750923785296223,1829.3168320219183,652.9937041915183,20.740139874860954,3.63877568925546,45.754171895637384,16.0,19.906875,24.82875,5.6362499999999995,12.998947368421051,19.0,16.718947368421052,19.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-04,2022-10-07,3.0,28.34,5.0,4.02,16,106.682,14.61,16.0,90.18,10.96,0.0,16.501999999999995,3.6499999999999986,15.0,13.666666666666666,89.33500000000001,82.56333333333332,10.239999999999998,9.166666666666666,4.0,277,133,30.505454545454544,18.63703703703704,24.693047897625423,42.39131821358237,6.618382106377156,14.693047897625423,1886.0634430237137,679.7604879844968,23.042439756336393,5.088708505688231,42.946363850806016,16.0,21.79125,27.10875,6.667625,15.046315789473685,19.0,19.907894736842106,19.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-07,2022-10-11,4.0,20.68,5.0,3.74,5,28.34,4.02,16.0,106.682,14.61,-11.0,-78.342,-10.59,16.0,15.333333333333334,98.43100000000001,95.11733333333332,12.784999999999998,11.696666666666667,3.0,280,136,22.185454545454547,18.310909090909085,19.771975792718205,43.963634679815975,5.759132564916308,9.771975792718205,1920.958847994734,699.4091588733512,23.091716567545117,6.630779240261853,46.17914009971434,5.0,21.631999999999998,23.830000000000002,5.668,13.972,20.0,17.6215,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-11,2022-10-14,3.0,41.97,6.0,5.68,5,20.68,3.74,5.0,28.34,4.02,0.0,-7.66,-0.27999999999999936,10.5,12.333333333333334,67.511,75.06733333333332,9.314999999999998,9.863333333333333,4.0,284,140,30.47454545454546,18.383333333333333,24.281931869971245,43.64739149769503,7.209094606464339,14.281931869971245,1971.7483996778215,730.3560342438542,22.240708093443942,7.227935179908215,41.629798244322444,5.0,18.936,20.028,4.136,16.6515,20.0,20.7025,20.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-14,2022-10-18,4.0,42.29,7.0,6.85,6,41.97,5.68,5.0,20.68,3.74,1.0,21.29,1.9399999999999995,5.0,8.666666666666666,24.509999999999998,51.90066666666666,3.879999999999998,7.456666666666666,3.0,287,143,22.15,18.288888888888884,20.039417306784,39.24542289175596,4.894038823947926,10.039417306784,2002.0303016894609,745.5569657802105,21.581636242103837,6.592543843837042,38.59874268683949,6.0,22.94333333333333,25.57166666666667,6.995,11.057,20.0,14.062631578947368,19.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-18,2022-10-21,3.0,43.85,8.0,7.5,7,42.29,6.85,6.0,41.97,5.68,1.0,0.3200000000000003,1.17,5.5,5.333333333333333,31.324999999999996,30.329999999999988,4.709999999999998,4.4799999999999995,4.0,291,147,20.98333333333333,18.02777777777778,19.35975279179545,33.428895103620285,6.727831215485835,9.35975279179545,2040.6304508982564,770.7732721957069,19.840293031490734,5.773891135978964,36.141148245610914,7.0,22.327142857142857,25.54,6.041428571428571,13.952222222222222,18.0,18.493333333333332,18.0,,,,
next_observation_fresh_matter,2022,100N,100.0,2022-10-21,2022-11-01,11.0,38.64,5.0,6.48,8,43.85,7.5,7.0,42.29,6.85,1.0,1.5600000000000023,0.6500000000000004,6.5,6.0,42.129999999999995,34.97999999999999,6.264999999999998,5.423333333333333,3.0,294,150,28.12363636363637,18.27454545454545,21.770470054662017,37.314011208613344,4.694768135562889,11.770470054662017,2073.4657619524683,788.1842614255011,20.205065751858204,6.089613663612943,32.7912763045905,8.0,20.12875,23.26125,5.48125,15.1595,20.0,19.4695,20.0,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-07-29,2022-08-02,4.0,33.35,4.0,4.98,4,45.13,5.16,,,,,,,,,,,,,,210,66,27.88,18.7,22.81434782608696,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,4.0,25.8,,11.2825,16.3485,20.0,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-02,2022-08-05,3.0,44.86,7.0,5.83,4,33.35,4.98,4.0,45.13,5.16,0.0,-11.780000000000001,-0.17999999999999972,4.0,4.0,45.13,45.13,5.16,5.16,4.0,214,70,36.68,19.83,27.59608695652174,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,4.0,24.535,,8.3375,20.262,20.0,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-05,2022-08-09,4.0,19.18,3.0,2.0,7,44.86,5.83,4.0,33.35,4.98,3.0,11.509999999999998,0.8499999999999996,4.0,4.0,39.24,39.24,5.07,5.07,3.0,217,73,36.09,20.92,27.381304347826084,53.90434782608696,6.744214067147518,17.381304347826084,1095.1086956521738,422.91979904160905,26.268757763975156,6.393722401574483,54.608074534161496,7.0,22.22142857142857,,6.408571428571428,18.377000000000002,20.0,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-09,2022-08-12,3.0,32.92,5.0,3.33,3,19.18,2.0,7.0,44.86,5.83,-4.0,-25.68,-3.83,5.5,5.0,39.105000000000004,41.11333333333334,5.405,5.323333333333333,4.0,221,77,31.459259259259262,19.3,24.82053615178308,56.34241957447045,4.582218052902368,14.820536151783081,1147.75409572896,437.55397639918965,24.62921864450987,5.000882568445202,61.49864145182439,3.0,22.44666666666667,,6.3933333333333335,14.334,20.0,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-12,2022-08-16,4.0,48.84,7.0,5.52,5,32.92,3.33,3.0,19.18,2.0,2.0,13.740000000000002,1.33,5.0,4.666666666666667,32.019999999999996,32.46333333333334,3.915,4.2700000000000005,3.0,224,80,24.045283018867924,19.31111111111111,21.371025020036026,65.67866296777969,2.7323161799344318,11.371025020036026,1189.502879481137,449.24724225836576,23.4848834041376,3.761063316679518,63.6503189930658,5.0,23.2,,6.5840000000000005,17.138125,16.0,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-16,2022-08-22,6.0,45.44,8.0,5.12,7,48.84,5.52,5.0,32.92,3.33,2.0,15.920000000000002,2.1899999999999995,4.0,5.0,26.05,32.32,2.665,3.72,4.0,228,84,29.721818181818183,20.08333333333333,23.65550788166046,64.77202451090065,4.700710084021808,13.655507881660458,1237.5989139300834,465.6955745100937,22.834974028731917,4.02022830155772,63.58295452452003,7.0,24.099999999999998,28.055714285714284,6.977142857142858,16.843,20.0,19.6275,20.0,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-22,2022-08-30,8.0,33.22,7.0,4.52,8,45.44,5.12,7.0,48.84,5.52,1.0,-3.4000000000000057,-0.39999999999999947,6.0,5.0,40.88,33.64666666666667,4.425,3.6166666666666667,6.0,234,90,29.92962962962964,18.8,23.96182260118273,56.922250450913296,4.218211517964024,13.961822601182732,1314.7430536370327,486.23792972160925,22.971378226944264,3.6061521850767604,67.50592878849646,8.0,22.192500000000003,23.21625,5.68,,,,,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-08-30,2022-09-06,7.0,44.89,6.0,3.75,7,33.22,4.52,8.0,45.44,5.12,-1.0,-12.219999999999999,-0.6000000000000005,7.5,6.666666666666667,47.14,42.4,5.32,4.656666666666666,8.0,242,98,29.07818181818181,18.98703703703704,23.48486997400861,51.38737528415133,4.527398603451437,13.48486997400861,1423.648834328516,515.8829741558179,23.438053675899805,3.6609194502946707,67.009606195906,7.0,20.087142857142858,24.84857142857143,4.7457142857142856,19.311875,16.0,22.43375,16.0,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-09-06,2022-09-09,3.0,54.29,7.0,4.83,6,44.89,3.75,7.0,33.22,4.52,-1.0,11.670000000000002,-0.7699999999999996,7.5,7.333333333333333,39.33,42.5,4.82,5.053333333333334,7.0,249,105,29.892592592592592,19.401818181818182,24.11200887739854,63.22805511657851,5.693127228337097,14.11200887739854,1523.7797840537073,549.5631289427068,24.304421389313056,4.811450683841289,56.92362014487786,6.0,22.80333333333333,28.991666666666664,7.4816666666666665,14.6675,20.0,17.674500000000002,20.0,,,,
next_observation_fresh_matter,2022,150N,150.0,2022-09-09,2022-09-13,4.0,68.43,8.0,4.93,7,54.29,4.83,6.0,44.89,3.75,1.0,9.399999999999999,1.08,6.5,7.0,39.055,41.18333333333334,4.135,4.463333333333334,3.0,252,108,24.48518518518518,18.74150943396226,20.975001659386404,73.3875283003995,1.3013056358307786,10.975001659386404,1567.1690471512272,557.63561434552,23.289204577362902,4.133109919995365,61.2526489885537,7.0,24.541428571428572,28.304285714285715,7.755714285714285,16.901875,16.0,19.264666666666667,15.0,,,,
