model_id,model_label,model_type,n_predictions,n_predictions_raw,n_predictions_dropped_nan,n_model_features,median_training_rows,feature_to_training_row_ratio,mae,rmse,r2,bias,mean_observed,mae_pct_of_mean_observed,mae_improvement_vs_persistence,mae_improvement_pct_vs_persistence,best_observed_mae,competitive_margin_g,selection_rule
M3,+ leading crop indicators RF,random_forest,64,64,0,16,109.0,0.14678899082568808,18.66515250143107,24.538471314333222,0.1150972778418844,5.251627177006739,36.633750000000006,50.95070120157251,1.1106808319022612,5.616354128703862,18.66515250143107,0.5,Choose the simplest model within a small MAE margin of the best RF model.
