date,sample_diameter_mm,sample_length_mm,sample_individual_fruit_fresh_weight_g,sample_condition_code,year,nitrogen_treatment,source_file
2022-11-01,22.12,23.23,7.18,5.0,2022,100N,data_size_freshWeight_condition_2022_100N.csv
2022-11-01,21.47,27.63,6.18,5.0,2022,100N,data_size_freshWeight_condition_2022_100N.csv
2022-11-01,18.44,20.62,4.31,2.0,2022,100N,data_size_freshWeight_condition_2022_100N.csv
2022-07-29,25.45,,9.72,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-07-29,24.22,,10.93,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-07-29,25.02,,10.85,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-07-29,28.51,,13.63,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-02,26.58,,9.74,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-02,25.94,,10.58,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-02,21.28,,6.06,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-02,24.34,,6.97,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,24.3,,8.54,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,28.46,,10.97,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,23.1,,6.59,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,22.03,,6.95,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,22.12,,5.02,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,15.68,,3.56,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-05,19.86,,3.23,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-09,27.97,,9.72,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-09,23.01,,6.23,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-09,16.36,,3.23,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-12,25.38,,6.89,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-12,23.43,,8.08,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-12,22.09,,6.1,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-12,21.9,,6.41,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-12,23.2,,5.44,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,27.2,35.88,10.11,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,25.17,31.76,8.42,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,27.05,27.9,8.56,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,23.88,29.32,6.84,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,23.2,25.27,5.48,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,21.48,20.74,4.54,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-16,20.72,25.52,4.89,,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,25.82,28.08,7.56,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,25.26,28.45,8.29,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,25.19,26.73,7.49,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,21.67,24.52,5.38,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,21.5,17.1,4.82,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,23.0,19.0,5.79,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,16.1,26.85,3.45,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-22,19.0,15.0,2.66,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,22.2,29.25,6.52,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,19.59,21.09,3.52,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,18.32,27.63,5.31,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,21.71,27.31,6.36,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,21.87,27.53,5.12,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,17.34,20.86,2.9,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-08-30,19.58,20.27,3.49,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,21.24,32.79,8.67,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,26.38,31.2,9.5,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,22.66,31.22,7.49,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,24.44,27.32,8.75,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,20.37,21.69,4.58,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-06,21.73,29.73,5.9,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,28.69,35.32,11.73,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,28.4,29.05,10.52,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,25.79,34.66,9.88,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,27.01,34.24,10.44,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,22.02,22.73,4.47,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,18.49,24.13,3.28,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-09,21.39,18.0,3.97,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,26.35,34.62,13.07,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,32.96,33.91,16.43,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,27.31,35.85,12.87,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,23.76,25.16,7.99,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,20.88,24.04,5.61,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,20.19,20.43,4.08,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,21.1,21.15,4.76,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-13,19.89,15.61,3.62,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,32.75,35.35,16.99,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,36.16,29.93,14.26,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,25.83,32.71,10.96,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,23.44,28.51,7.65,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,29.31,32.29,13.47,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,27.12,27.11,9.19,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,26.43,34.99,11.23,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,23.91,25.32,7.06,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-16,23.1,26.82,7.4,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,32.13,31.98,13.86,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,30.7,27.93,13.08,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,26.03,34.93,11.68,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,27.27,32.59,12.43,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,25.43,32.21,10.68,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,28.57,29.8,11.41,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,25.38,29.27,10.42,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,24.13,26.22,7.93,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,23.38,25.26,8.24,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,24.11,22.98,5.49,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,22.69,27.01,7.35,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,31.63,22.72,8.59,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-20,22.3,21.41,5.28,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-23,35.83,30.64,13.48,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-23,26.47,31.66,10.55,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-23,25.04,28.57,8.21,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-23,25.26,29.63,8.43,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-23,25.37,37.23,10.95,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,17.69,29.21,3.19,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,16.3,19.09,3.03,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,18.45,28.19,3.83,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,19.69,18.11,1.77,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,21.97,24.71,6.09,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-27,23.69,24.84,7.69,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,24.8,29.9,9.19,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,24.08,30.44,9.05,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,19.2,26.73,5.23,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,19.55,26.34,6.12,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,17.45,24.44,4.28,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,19.63,21.97,4.36,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,15.84,20.74,3.04,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,14.47,19.02,2.47,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,17.56,19.94,3.37,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-09-30,15.62,,2.19,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,28.35,37.85,13.15,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,29.68,37.53,13.13,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,21.7,32.88,6.87,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,19.89,27.72,5.58,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,17.66,25.64,3.97,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,17.93,25.43,4.43,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,13.95,22.91,2.59,4.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,19.53,24.95,4.46,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-04,20.4,25.12,4.64,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-07,25.13,34.49,10.65,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-07,22.33,30.37,7.53,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-07,27.99,26.89,11.4,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,25.56,29.39,9.69,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,28.79,31.14,10.94,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,24.39,32.25,10.19,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,23.33,27.27,7.23,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,22.07,26.64,6.55,2.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,15.52,27.56,3.38,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,15.83,21.02,3.21,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-11,19.41,13.5,2.71,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-14,22.98,29.74,6.73,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-14,17.67,23.14,3.39,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-14,17.53,27.26,5.13,3.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-18,31.17,34.04,13.64,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-18,32.92,40.06,16.16,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-18,24.64,34.11,9.27,5.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-18,22.96,31.1,7.2,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-10-18,18.35,25.93,4.21,1.0,2022,150N,data_size_freshWeight_condition_2022_150N.csv
2022-07-29,25.94,,10.84,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-07-29,26.18,,8.89,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-07-29,26.44,,7.57,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-07-29,23.9,,8.5,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-07-29,26.7,,11.88,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-02,24.26,,8.81,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-02,25.79,,7.2,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-02,24.01,,5.71,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-02,25.79,,8.32,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-02,24.92,,9.42,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-05,22.85,,4.55,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-12,29.32,,9.51,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-12,29.58,,13.23,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-12,28.41,,8.85,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-12,26.01,,9.2,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,27.26,29.55,8.71,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,28.9,30.7,10.67,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,23.7,28.2,7.64,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,23.9,29.6,7.41,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,25.0,24.07,6.57,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,18.97,18.56,2.92,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-16,18.2,17.05,2.36,,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-22,29.49,29.46,10.63,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-22,27.15,28.03,7.39,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,21.46,25.75,5.83,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,26.82,33.77,9.31,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,25.13,26.38,7.78,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,25.22,32.97,9.52,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,23.33,25.3,6.25,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,23.46,31.25,8.07,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,22.85,30.03,7.11,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,22.29,27.36,6.01,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,23.89,29.46,7.46,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,25.5,30.42,7.3,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,23.37,31.62,6.63,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,21.32,25.76,5.49,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,20.74,24.4,4.15,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-08-30,17.54,21.43,2.68,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,23.42,29.41,7.43,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,27.19,29.65,10.37,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,26.56,30.43,8.66,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,23.52,19.3,4.45,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,16.95,16.08,2.64,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,16.99,19.43,3.66,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,20.82,23.48,5.56,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,21.72,21.9,5.23,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-06,20.3,20.59,4.74,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-09,29.5,40.35,12.86,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-09,31.56,35.88,14.37,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-09,20.24,29.67,6.2,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-09,19.74,22.11,3.74,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,30.77,34.57,15.44,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,31.01,33.92,16.51,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,23.8,30.53,9.19,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,25.3,28.85,9.93,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,23.18,21.06,5.47,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,27.01,32.87,12.71,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,23.91,26.52,7.69,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,26.82,33.29,12.33,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-13,16.87,27.38,4.95,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-16,26.6,32.68,11.57,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-16,30.34,29.06,12.03,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-16,30.73,31.71,13.12,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-16,19.21,23.94,4.97,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-20,22.53,35.83,9.33,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-20,23.57,38.91,12.18,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-20,25.95,28.16,9.54,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-20,23.43,26.82,7.7,4.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-23,25.93,29.43,8.83,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-23,25.44,25.37,7.87,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,26.47,32.81,11.61,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,28.28,31.1,11.27,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,27.01,30.28,10.53,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,25.86,27.48,9.45,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,24.95,25.79,8.11,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,23.42,26.59,6.92,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,22.0,26.44,6.81,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,21.47,21.46,5.06,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,23.89,27.07,7.61,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,19.69,19.45,4.58,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,18.3,22.13,4.22,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,17.84,17.7,3.59,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,22.82,27.15,7.37,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-27,24.64,27.62,7.94,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,27.88,31.17,10.32,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,25.71,28.08,8.27,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,27.23,27.94,9.41,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,26.65,32.47,11.24,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,19.3,25.81,5.58,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,19.36,25.38,4.81,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-09-30,15.75,13.67,1.77,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-04,26.44,33.16,11.1,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-04,21.98,21.7,5.26,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-04,21.59,24.98,6.16,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-04,22.7,26.06,6.36,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-04,23.68,26.73,7.6,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-07,26.55,29.93,10.05,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-07,24.85,30.96,7.99,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-07,19.88,26.58,4.85,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-07,16.7,21.29,4.14,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-07,17.03,15.22,2.41,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,24.81,30.27,8.52,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,23.01,32.5,7.96,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,28.28,23.6,9.71,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,22.93,31.98,8.48,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,27.77,28.73,11.76,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,20.77,33.96,7.53,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,23.25,30.64,7.36,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,18.77,28.03,5.25,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,25.34,24.91,7.02,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-11,22.06,19.22,5.28,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-14,27.57,38.2,12.73,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-14,27.99,28.41,9.4,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-14,24.8,28.67,8.64,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-14,24.78,30.66,8.86,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-14,23.49,25.56,7.75,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,28.36,41.35,14.29,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,26.25,34.89,11.07,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,30.71,38.82,13.17,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,23.85,32.33,9.07,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,24.64,35.11,9.2,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,26.13,29.33,8.04,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-18,22.78,21.0,4.52,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,24.45,30.22,8.84,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,26.51,33.05,12.53,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,31.81,37.68,15.86,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,25.75,33.73,10.06,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,24.52,30.51,9.71,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,24.0,27.16,6.79,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,18.76,24.73,5.14,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-10-21,20.78,18.74,4.39,5.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-11-01,25.12,33.74,9.64,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-11-01,19.77,27.15,5.95,2.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-11-01,21.57,25.55,6.44,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-11-01,20.93,26.53,5.92,1.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
2022-11-01,16.4,17.13,3.01,3.0,2022,50N,data_size_freshWeight_condition_2022_50N.csv
