year,n_weather_days,min_weather_date,max_weather_date,mean_tmean_c,mean_tmax_c,mean_tmin_c,mean_rhmean_pct,mean_solar_radiation,final_cumulative_gdd,final_cumulative_solar_radiation
2022,162,2022-05-24,2022-11-01,23.601101534023456,29.199227197042244,19.495314495272567,52.68298747498187,5.2333357747084985,2203.3784485118,847.8003955027763
2023,119,2023-06-03,2023-09-29,24.701147702430458,30.692982409517427,20.048183713265264,56.628649783881706,4.160472250302746,1734.7354288867937,490.93572553572426
