year,date,day_of_year,days_since_weather_start,tmax_c,tmin_c,tmean_c,rhmax_pct,rhmin_pct,rhmean_pct,solar_radiation,gdd_base_10,cumulative_gdd_base_10,cumulative_solar_radiation,tmean_7d,solar_radiation_7d,rhmean_7d
2022,2022-09-08,251,107,32.30185185185186,20.78703703703704,26.16697798327823,79.10925925925925,40.34814814814815,61.09922354526948,3.247452006230664,16.16697798327823,1556.1940454918408,556.3343087096893,24.151421431776587,4.477347667393625,58.86545484543692
2022,2022-09-09,252,108,24.48518518518518,18.74150943396226,20.975001659386404,84.96727272727274,64.5259259259259,73.3875283003995,1.3013056358307786,10.975001659386404,1567.1690471512272,557.63561434552,23.289204577362902,4.133109919995365,61.2526489885537
2022,2022-09-10,253,109,29.3,18.47777777777778,21.964969023016604,84.3218181818182,32.885185185185186,62.46747322831818,4.875559511088264,11.964969023016604,1579.134016174244,562.5111738566083,23.292267863847027,4.1641461233395205,62.653645784119824
2022,2022-09-11,254,110,29.749090909090903,18.26666666666667,22.310864041011705,65.03333333333333,30.01090909090909,52.37167957949747,3.3906335350584014,12.310864041011705,1591.4448802152556,565.9018073916667,23.398383112193613,3.97181566305362,62.647278884528966
2022,2022-09-12,255,111,32.729090909090914,18.22181818181819,23.281083959640156,64.82407407407408,24.83454545454545,48.29836168631902,7.22365028629896,13.281083959640156,1604.7259641748958,573.1254576779656,23.57974128551241,4.1793508519422735,61.02044366250917
2022,2022-09-13,256,112,36.96909090909091,18.3188679245283,24.96908806412498,79.74814814814816,25.11090909090909,55.8540571976257,6.642826961728851,14.969088064124978,1619.6950522390207,579.7682846396945,23.702181169330476,4.31502224242681,59.967015388373056
2022,2022-09-14,257,113,32.88727272727272,18.40384615384616,24.05212170679562,73.49090909090908,32.82222222222222,57.26536201720983,5.719163190141154,14.05212170679562,1633.7471739458163,585.4874478298356,23.38858663389339,4.628655875196725,58.67766936494845
2022,2022-09-15,258,114,34.15185185185185,19.47222222222221,25.87492496747624,71.39818181818181,33.69444444444444,52.44659010117584,5.185820292075068,15.87492496747624,1649.6220989132926,590.6732681219106,23.346864774493103,4.905565630317354,57.441578872935075
2022,2022-09-16,259,115,31.369090909090904,20.46481481481481,23.35769538424994,84.88888888888889,44.30727272727273,69.9474714881934,3.66111418200453,13.35769538424994,1662.9797942975424,594.3343823039152,23.687249592330748,5.242681136913604,56.95014218547707
2022,2022-09-17,260,116,33.851851851851855,20.18703703703704,25.374316918156136,86.53090909090909,38.81111111111112,66.90744588350005,4.576086155459388,15.374316918156136,1678.3541112156986,598.9104684593746,24.174299291636398,5.199899228966622,57.58442399336018
2022,2022-09-18,261,117,25.44259259259259,19.59818181818181,22.28862638925805,78.27272727272727,60.1290909090909,71.61797279923611,1.745832301643491,12.288626389258049,1690.6427376049567,600.6563007610181,24.171122484243018,4.964927624193062,60.333894453322856
2022,2022-09-19,262,118,34.00188679245283,18.48867924528302,24.67116367392824,76.87090909090908,29.52181818181818,55.433411252254565,6.993708618496469,14.671163673928241,1705.313901278885,607.6500093795146,24.369705300569887,4.932078814506993,61.3531872484565
2022,2022-09-20,263,119,38.98518518518518,20.53018867924528,27.27724438809755,84.24905660377358,40.01666666666666,65.08779517902568,6.4852667201201175,17.27724438809755,1722.5911456669826,614.1352760996347,24.699441918280257,4.909570208562888,62.67229267437079
2022,2022-09-21,264,120,27.290740740740738,18.567924528301887,21.51457053443928,64.22037037037038,33.78727272727273,49.7239748317189,5.612102655633327,11.51457053443928,1734.105716201422,619.747378755268,24.33693460794363,4.89427584649034,61.59495164787207
2022,2022-09-22,265,121,28.07818181818182,18.427777777777777,21.01779310744857,58.164814814814825,26.54,45.039081849393575,6.628031593975008,11.017793107448568,1745.1235093088706,626.375410349243,23.643058627939677,5.100306032476047,60.536736183331755
2022,2022-09-23,266,122,20.32962962962964,18.3090909090909,19.012343589021192,83.45636363636365,47.83518518518518,58.966593664288496,1.1468640174871636,9.012343589021192,1754.1358528978917,627.5222743667301,23.022294085764145,4.7411274375449945,58.96803935134534
2022,2022-09-24,267,123,27.58,18.349090909090904,20.154010324740437,74.29818181818183,46.77777777777777,67.75506260306096,3.126298214390497,10.154010324740437,1764.2898632226322,630.6485725811207,22.276536000990472,4.534014874535154,59.089127454139756
2022,2022-09-25,268,124,27.20740740740741,18.265454545454546,20.91593603522233,69.78545454545456,27.98545454545454,51.53417049908437,5.882466961573041,10.91593603522233,1775.2057992578546,636.5310395426937,22.080437378985373,5.124962683096518,56.220012839832364
